"Data.Number Plate","Data.State","Data.Car.Make","Data.Car.Style","Data.Car.Color","Data.Location","Data.Violation","Data.Fine","Date.Year","Date.Month","Date.Day","Date.Time.Hour","Date.Time.Minute"
"B92594","VA","Toyota","Four Door","Black","LEIGH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","11","10"
"3AH6760","AZ","Honda","Four Door","Gray","LEIGH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","1","11","10"
"VLE3026","VA","Dodge","Van","Blue","WOLCOTT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","12","10"
"UHZ4821","VA","Nissan","Sports Utility Veh","Silver","ALBERT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","13","10"
"404ZGA","WI","Ford","Four Door","Silver","CORE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","13","10"
"JKUF10","FL","Nissan","Four Door","Black","GATES AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","13","10"
"JPM8367","PA","Jeep","Sports Utility Veh","Green","GATES AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","1","13","10"
"K93099","VA","Buick","Four Door","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","8","10"
"UNG6836","VA","Nissan","Four Door","Gray","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","8","10"
"UHM4164","VA","Chevrolet","Four Door","Black","YORK STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"L22937","VA","Acura","Four Door","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"UUE1214","VA","Infiniti","Two Door","Gray","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"UYE2717","VA","Ford","Sports Utility Veh","Green","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"B58084","VA","Honda","Four Door","White","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"82406D5","TX","Honda","Two Door","Blue","BOISSEVAIN AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"UKM2363","VA","Chevrolet","Sports Utility Veh","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"UMF6505","VA","Chevrolet","Sports Utility Veh","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"VPW9844","VA","Nissan","Four Door","Gray","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"EC066448","VN","Toyota","Four Door","Brown","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"BZS1273","AZ","Toyota","Four Door","Blue","CLAREMONT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"VHY8287","VA","Volvo","Four Door","Burgundy","RALEIGH AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"DA21009","VA","Porsche","Sports Utility Veh","Black","BOTETOURT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"T4RDS90","VA","Honda","Hatchback","Red","CLAREMONT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","9","10"
"UHG6721","VA","Lexus","Four Door","Gray","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","10","10"
"VXT8201","VA","Jeep","Sports Utility Veh","Blue","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","10","10"
"16483V","VA","Volvo","Four Door","Gray","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","10","10"
"LDTW54","FL","Toyota","Sports Utility Veh","Silver","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"UJT8464","VA","Jeep","Sports Utility Veh","Burgundy","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"VRD6338","VA","Mazda","Four Door","Black","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"XXK6022","VA","Chrysler","Van","Gold","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"UKX4677","VA","Honda","Four Door","Gray","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"178039","DE","Toyota","Sports Utility Veh","Blue","GRAYDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"4U203338","VN","Honda","Sports Utility Veh","Silver","COLONIAL AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"DB1015","FL","Chevrolet","Truck","Blue","CLAREMONT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"ZM6193","VA","Mazda","Hatchback","Black","MAURY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"WXU5865","VA","Scion","Four Door","Silver","W PRINCESS ANNE ROAD","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"26208MN","NY","Cadillac","Four Door","Beige","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","11","10"
"VZG4248","VA","Volkswagen","Four Door","Black","COLONIAL AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","12","10"
"T0075372","MD","Kia","Four Door","Blue","CORE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","12","10"
" XBS8823","VA","Hyundai","Four Door","Gray","CORE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","12","10"
"UJU5920","VA","Cadillac","Four Door","Gold","BRANDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","7","13","10"
"L72146","VA","Ford","Four Door","White","WOLCOTT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","8","12","10"
"PKS5735","NC","Chrysler","Four Door","Gray","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","10","10"
"UJP6333","VA","Ford","Four Door","Blue","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","10","10"
"ZMBIE5","VA","Ford","Sports Utility Veh","Gray","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","10","10"
"PPT640","SC","Saab","Four Door","Blue","W 31ST STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"A34469","VA","Ford","Four Door","Black","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"UKU2121","VA","Hyundai","Four Door","White","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"ULL1255","VA","Ford","Four Door","Gray","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"UWA4360","VA","Jeep","Sports Utility Veh","Black","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"L14221","VA","Mercedes-Benz","Four Door","Gold","W 30TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"GHPD08","FL","Kia","Four Door","Gray","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"XCG7733","VA","Kia","Van","Black","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"K12142","VA","Ford","Sports Utility Veh","Green","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"ULG1070","VA","Chevrolet","Four Door","Blue","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"96141Z","VA","Cadillac","Sports Utility Veh","Brown","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","13","11","10"
"XP877821","DE","Nissan","Four Door","Black","GEORGIA AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"VTR1170","VA","Audi","Four Door","Silver","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"33175Z","VA","Toyota","Four Door","Black","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"AEK1961","VA","Volvo","Four Door","Gray","PENNSYLVANIA AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"UYK5506","VA","Nissan","Four Door","Black","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"UTA2742","VA","Hyundai","Four Door","Blue","PENNSYLVANIA AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"VUT8923","VA","Nissan","Four Door","Red","NEWPORT AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","14","9","10"
"UYP4334","VA","Ford","Truck","Silver","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","10","10"
"7HKP108","CA","Hyundai","Four Door","Silver","W 28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","10","10"
"51424Z","VA","Mercedes-Benz","Sports Utility Veh","Beige","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","10","10"
"UJE8772","VA","Acura","Four Door","Black","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","10","10"
"9574176","NC","Jeep","Sports Utility Veh","Gray","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","10","10"
"A67253","VA","Lexus","Four Door","White","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","11","10"
"YDA7855","VA","Cadillac","Four Door","Blue","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","11","10"
"S0445558","GA","Honda","Four Door","Green","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","11","10"
"S0423075","GA","Volvo","Four Door","Silver","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","11","10"
"CVN9193","TX","Chevrolet","Four Door","Gray","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","11","10"
"MGW2006","TX","Dodge","Truck","White","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","14","11","10"
"HDP5678","NC","Nissan","Sports Utility Veh","Black","MARYLAND AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","14","12","10"
"UPK1384","VA","General Motors","Truck","Burgundy","SPRINGFIELD AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","10","10"
"JAYRYDE","VA","Acura","Four Door","Silver","ARLINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","10","10"
"K69480","VA","Dodge","Truck","Black","WASHINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","11","10"
"UJV1674","VA","Volvo","Four Door","Gray","WASHINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","11","10"
"UXM2480","VA","Infiniti","Four Door","Gray","WASHINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","11","10"
"UJC1594","VA","Acura","Four Door","Gray","FREMONT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","21","11","10"
"5941UH","VA","Infiniti","Four Door","Black","FREMONT STREET","NO PARKING - STREET CLEANING ","150.0","2020","10","21","11","10"
"730638R","NJ","Mazda","Sports Utility Veh","Gray","B AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","12","10"
"USP4679","VA","Nissan","Four Door","Black","B AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","10","21","12","10"
"M46955","VA","Audi","Four Door","Gray","STONEY POINT NORTH","NO PARKING - STREET CLEANING ","150.0","2020","10","23","9","10"
"B74593","VA","Nissan","Four Door","Black","STONEY POINT SOUTH","NO PARKING - STREET CLEANING ","150.0","2020","10","23","9","10"
"UMU9182","VA","Chevrolet","Sports Utility Veh","White","STONEY POINT SOUTH","NO PARKING - STREET CLEANING ","150.0","2020","10","23","9","10"
"K31952","VA","Ford","Truck","White","STONEY POINT SOUTH","NO PARKING - STREET CLEANING ","150.0","2020","10","23","9","10"
"Y627BY","FL","Audi","Four Door","Gray","STONEY POINT NORTH","NO PARKING - STREET CLEANING ","150.0","2020","10","23","9","10"
"K93099","VA","Buick","Four Door","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","8","11"
"VWD6429","VA","Ford","Four Door","Burgundy","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","8","11"
"B17406","VA","Mercury","Sports Utility Veh","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","8","11"
"UYE2717","VA","Ford","Sports Utility Veh","Green","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","8","11"
"USP5326","VA","Ford","Sports Utility Veh","Burgundy","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","8","11"
"UXM1401","VA","Dodge","Truck","Silver","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"AEV2195","VA","General Motors","Sports Utility Veh","Gray","GATLING AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"EC066448","VN","Toyota","Four Door","Brown","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"VWP6557","VA","Dodge","Four Door","White","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"M51569","VA","Mercedes-Benz","Four Door","Black","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"16483V","VA","Volvo","Four Door","Gray","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"JK4QA","FL","Jeep","Sports Utility Veh","White","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","9","11"
"B994846","AZ","Toyota","Truck","Gold","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","10","11"
"USW5377","VA","Audi","Four Door","White","DUKE STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","10","11"
"USN9300","VA","Hyundai","Four Door","Silver","LEIGH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"809VJW","KY","Mini Cooper","Two Door","Black","GRAYDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"AES3793","VA","Toyota","Truck","Orange","GRAYDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"XEX6433","VA","Ford"," "," ","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"VTG8116","VA","Hyundai","Four Door","Gold","CORE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"HKW9651","NC","Land Rover","Sports Utility Veh","White","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"2366NF","SC","Toyota","Convertible ","Black","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"9H97JA","TN","Pontiac","Station Wagon","Red","HARRINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"BBI406","IN","Hyundai","Station Wagon","White","W PRINCESS ANNE ROAD","NO PARKING - STREET CLEANING ","150.0","2020","11","4","11","11"
"3187UX","VA","Land Rover","Sports Utility Veh","White","GATES AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","12","11"
"UJJ4806","VA","Mini Cooper","Two Door","Green","GATES AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","12","11"
"UWZ5554","VA","Hyundai","Four Door","Gold","GATES AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","12","11"
"GHS9901","NY","Acura","Two Door","Silver","GATES AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","12","11"
"5DG6083","MD","Mitsubishi","Four Door","White","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","4","12","11"
"0NYX4ME","VA","Chevrolet","Two Door","Black","CORE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","4","12","11"
"VBK4495","VA","Lincoln","Four Door","White","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","8","11"
"UJC6342","VA","Nissan","Four Door","Brown","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"L22937","VA","Acura","Four Door","Black","SCOTT STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"UUE1959","VA","Nissan","Four Door","Gold","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"ULN7807","VA","Nissan","Four Door","Gray","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"L61306","VA","Chrysler","Van","Gray","SEAY AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"84792Z","VA","Kia","Two Door","Silver","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"USN8292","VA","Mitsubishi","Four Door","Gray","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"UXM1401","VA","Dodge","Truck","Silver","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"VXB2803","VA","Chevrolet","Four Door","Gray","REDGATE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"M22584","VA","Scion","Four Door","Gray","TRICE TERRACE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"WUP9736","VA","Nissan","Truck","White","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"XGG6516","VA","Chevrolet","Sports Utility Veh","Black","W BUTE STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"XGM8032","VA","Dodge","Sedan","Black","MANTEO STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"VWH8899","VA","Honda","Four Door","Black","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","9","11"
"UTH3817","VA","Ford","Four Door","Black","W FREEMASON STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","5","10","11"
"KDM6155","VA","Toyota","Four Door","Green","GRAYDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","10","11"
"3WC87080","VN","Jaguar","Four Door","Blue","WESTOVER AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","10","11"
"IDK643","SC","Fiat","Two Door","Black","WASHINGTON PARK","NO PARKING - STREET CLEANING ","150.0","2020","11","5","10","11"
"WXU5865","VA","Scion","Four Door","Silver","STOCKLEY GARDENS","NO PARKING - STREET CLEANING ","150.0","2020","11","5","10","11"
"UPS2859","VA","BMW","Sports Utility Veh","Blue","CORE AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","11","11"
"RHC5056","GA","Mercedes-Benz","Two Door","Black","HARRINGTON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","11","11"
"MOXIEW","VA","Chevrolet","Two Door","Black","SPOTSWOOD AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","11","11"
"CDE1745","NC","Toyota","Four Door","Gold","BRANDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","11","11"
"CDE1745","NC","Toyota","Four Door","Gold","BRANDON AVENUE","NO PARKING - STREET CLEANING ","150.0","2020","11","5","11","11"
"XCG7733","VA","Kia","Van","Black","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","9","11"
"A167815","MD","Mercedes-Benz","Four Door","Gray","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","9","11"
"M53864","VA","Lincoln","Four Door","Beige","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","9","11"
"M31052","VA","Lexus","Four Door","Gray","28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","10","11"
"UGP4577","VA","Nissan","Four Door","Blue","35TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","10","11"
"UJU633","VA","Volvo","Four Door","Blue","28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","10","11"
"33175Z","VA","Toyota","Four Door","Black","28TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","10","11"
"ULL2077","VA","Nissan","Four Door","Silver","W 29TH STREET","NO PARKING - STREET CLEANING ","150.0","2020","11","10","10","11"
